timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416927600,-22.61373436,0,0,0,14.32762272,-96.1,33.58757211,25.57107082
1416931200,-9.087626497,0,0,0,25.43500382,-83.2250413,23.75,24.95241098
1416934800,-7.17015039,0,0,0,4.287092019,-48.05,12.29390464,24.29885295
1416938400,18.20062378,0,0,0,-5.410686988,-4.59E-13,1.13E-13,23.61131077
1416942000,52.61042477,0,0,0,-6.036416623,48.05,-12.29390464,22.89074604
1416945600,98.36599334,0,0,0,16.75278551,83.2250413,-23.75,22.13816653
1416949200,66.94309589,0,0,0,-16.92395679,96.1,-33.58757211,21.35462479
1416952800,72.75363091,0,0,0,10.12357961,83.2250413,-41.13620668,20.54121668
1416956400,10.79689607,0,0,0,-11.070707,48.05,-45.88147675,19.69907982
1416960000,-44.95061075,0,0,0,-16.28000277,-2.12E-13,-47.5,18.82939202
1416963600,-95.69623802,0,0,0,-19.69813088,-48.05,-45.88147675,17.9333696
1416967200,-113.7934169,0,0,0,-6.444434639,-83.2250413,-41.13620668,17.01226575
1416970800,145.201108,1,0,0,9.23242719,-96.1,-33.58757211,16.06736871
1416974400,-103.4502843,0,0,0,-11.57524296,-83.2250413,-23.75,15.1
1416978000,-56.76204099,0,0,0,-10.52964892,-48.05,-12.29390464,14.11151257
1416981600,2.266673881,0,0,0,-10.83661504,-1.41E-13,-3.49E-14,13.10328892
1416985200,73.48796315,0,0,0,1.067319376,48.05,12.29390464,12.07673913
1416988800,114.0784503,0,0,0,-3.92988997,83.2250413,23.75,11.03329894
1416992400,128.4443265,0,0,0,-11.21767325,96.1,33.58757211,9.974427671
1416996000,137.1283458,0,0,0,3.865491513,83.2250413,41.13620668,8.901606267
1416999600,101.6772036,0,0,0,-0.070608317,48.05,45.88147675,7.816335162
1417003200,46.4868505,0,0,0,-7.733281707,4.94E-13,47.5,6.720132205
1417006800,24.44655876,0,0,0,21.00055147,-48.05,45.88147675,5.614530536
1417010400,-35.90993296,0,0,0,1.677825226,-83.2250413,41.13620668,4.501076439
1417014000,-66.48384104,0,0,0,-7.352740322,-96.1,33.58757211,3.381327178
1417017600,-51.31265374,0,0,0,5.905538733,-83.2250413,23.75,2.256848826
1417021200,-52.18208361,0,0,0,-17.55520232,-48.05,12.29390464,1.129214067
1417024800,-17.95272554,0,0,0,-17.95272554,-1.65E-13,4.07E-14,3.70E-15
1417028400,35.67895957,0,0,0,1.052078276,48.05,-12.29390464,-1.129214067
1417032000,67.83137434,0,0,0,10.61318186,83.2250413,-23.75,-2.256848826
1417035600,52.54196399,0,0,0,-6.589136723,96.1,-33.58757211,-3.381327178
1417039200,41.1139896,0,0,0,3.526231411,83.2250413,-41.13620668,-4.501076439
1417042800,2.198549681,0,0,0,5.644556966,48.05,-45.88147675,-5.614530536
1417046400,-22.34128524,0,0,0,31.87884696,-1.65E-13,-47.5,-6.720132205
1417050000,-95.53757409,0,0,0,6.21023782,-48.05,-45.88147675,-7.816335162
1417053600,-143.5561142,0,0,0,-10.29325998,-83.2250413,-41.13620668,-8.901606267
1417057200,-160.3938876,0,0,0,-20.73188779,-96.1,-33.58757211,-9.974427671
1417060800,-121.8501613,0,0,0,-3.841821043,-83.2250413,-23.75,-11.03329894
1417064400,-67.21828867,0,0,0,5.202355109,-48.05,-12.29390464,-12.07673913
1417068000,-0.516929927,0,0,0,12.58635899,-1.88E-13,-4.65E-14,-13.10328892
1417071600,47.22537324,0,0,0,0.992981174,48.05,12.29390464,-14.11151257
1417075200,69.34270948,0,0,0,-22.53233182,83.2250413,23.75,-15.1
1417078800,102.0046205,0,0,0,-11.61558292,96.1,33.58757211,-16.06736871
1417082400,120.7319679,0,0,0,13.38298571,83.2250413,41.13620668,-17.01226575
1417086000,90.51113615,0,0,0,14.51302901,48.05,45.88147675,-17.9333696
1417089600,27.90948159,0,0,0,-0.761126399,5.41E-13,47.5,-18.82939202
1417093200,-41.69581738,0,0,0,-19.82821431,-48.05,45.88147675,-19.69907982
1417096800,-68.02776429,0,0,0,-5.397712986,-83.2250413,41.13620668,-20.54121668
1417100400,-74.00660249,0,0,0,9.860450195,-96.1,33.58757211,-21.35462479
1417104000,-75.42521378,0,0,0,6.187994057,-83.2250413,23.75,-22.13816653
1417107600,-67.7051272,0,0,0,-9.058285801,-48.05,12.29390464,-22.89074604
1417111200,-28.7737556,0,0,0,-5.162444831,-2.12E-13,5.24E-14,-23.61131077
1417114800,-12.06315663,0,0,0,-23.52039904,48.05,-12.29390464,-24.29885295
1417118400,17.55411776,0,0,0,-16.96851256,83.2250413,-23.75,-24.95241098
1417122000,60.94902793,0,0,0,24.00767085,96.1,-33.58757211,-25.57107082
1417125600,13.15040088,0,0,0,-2.784466547,83.2250413,-41.13620668,-26.15396719
1417129200,2.223029793,0,0,0,26.75479143,48.05,-45.88147675,-26.70028488
1417132800,-85.95773756,0,0,0,-11.24847775,5.65E-13,-47.5,-27.20925981
1417136400,-116.6049836,0,0,0,5.006673251,-48.05,-45.88147675,-27.68018013
1417140000,-165.1477065,0,0,0,-12.67407135,-83.2250413,-41.13620668,-28.11238721
1417143600,-161.0200564,0,0,0,-2.827207714,-96.1,-33.58757211,-28.50527658
1417147200,-143.7174256,0,0,0,-7.88408553,-83.2250413,-23.75,-28.85829873
1417150800,-90.53188952,0,0,0,-1.017024927,-48.05,-12.29390464,-29.17095995
1417154400,-17.72057973,0,0,0,11.72224322,-9.18E-13,-2.27E-13,-29.44282295
1417158000,38.95058109,0,0,0,8.280183935,48.05,12.29390464,-29.67350749
1417161600,67.18223434,0,0,0,-9.930116011,83.2250413,23.75,-29.86269095
1417165200,92.87592373,0,0,0,-6.80153964,96.1,33.58757211,-30.01010874
1417168800,98.3195805,0,0,0,4.073887192,83.2250413,41.13620668,-30.11555467
1417172400,65.58360383,0,0,0,1.831008365,48.05,45.88147675,-30.17888128
1417176000,9.627372354,0,0,0,-7.672627646,-9.43E-14,47.5,-30.2
1417179600,-34.425785,0,0,0,-2.078380464,-48.05,45.88147675,-30.17888128
1417183200,-79.79944967,0,0,0,-7.595060373,-83.2250413,41.13620668,-30.11555467
1417186800,-84.37051076,0,0,0,8.152025875,-96.1,33.58757211,-30.01010874
1417190400,-98.28933208,0,0,0,-8.951599829,-83.2250413,23.75,-29.86269095
1417194000,-90.47630392,0,0,0,-25.04670107,-48.05,12.29390464,-29.67350749
1417197600,-35.9512784,0,0,0,-6.508455451,4.24E-13,-1.05E-13,-29.44282295
1417201200,6.646016194,0,0,0,0.060880791,48.05,-12.29390464,-29.17095995
1417204800,48.14511378,0,0,0,17.52837121,83.2250413,-23.75,-28.85829873
1417208400,23.2944079,0,0,0,-10.71274342,96.1,-33.58757211,-28.50527658
1417212000,25.74231098,0,0,0,11.76586357,83.2250413,-41.13620668,-28.11238721
1417215600,-24.77817144,0,0,0,0.733485441,48.05,-45.88147675,-27.68018013
1417219200,-91.35449746,0,0,0,-16.64523765,6.12E-13,-47.5,-27.20925981
1417222800,-137.2476496,0,0,0,-16.61588797,-48.05,-45.88147675,-26.70028488
1417226400,-139.1436483,0,0,0,11.37156685,-83.2250413,-41.13620668,-26.15396719
1417230000,-145.1612422,0,0,0,10.09740074,-96.1,-33.58757211,-25.57107082
1417233600,-125.5359743,0,0,0,6.391477994,-83.2250413,-23.75,-24.95241098
1417237200,-86.901586,0,0,0,-2.258828413,-48.05,-12.29390464,-24.29885295
1417240800,-30.57888497,0,0,0,-6.9675742,-2.82E-13,-6.98E-14,-23.61131077
1417244400,53.57442885,0,0,0,16.12127024,48.05,12.29390464,-22.89074604
1417248000,75.19783495,0,0,0,-9.639039826,83.2250413,23.75,-22.13816653
1417251600,97.63674054,0,0,0,-10.69620677,96.1,33.58757211,-21.35462479
1417255200,112.8976297,0,0,0,9.077598349,83.2250413,41.13620668,-20.54121668
1417258800,35.80370854,0,0,0,-38.42868838,48.05,45.88147675,-19.69907982
1417262400,34.02262817,0,0,0,5.352020184,-4.72E-14,47.5,-18.82939202
1417266000,-29.70067323,0,0,0,-9.598780373,-48.05,45.88147675,-17.9333696
1417269600,-59.80945833,0,0,0,-0.708357948,-83.2250413,41.13620668,-17.01226575
1417273200,-99.62359745,0,0,0,-21.04380084,-96.1,33.58757211,-16.06736871
1417276800,-66.27318902,0,0,0,8.30185228,-83.2250413,23.75,-15.1
1417280400,-70.66794475,0,0,0,-20.80033682,-48.05,12.29390464,-14.11151257
1417284000,-25.05181985,0,0,0,-11.94853093,-9.89E-13,2.44E-13,-13.10328892
1417287600,41.89534412,0,0,0,18.2159879,48.05,-12.29390464,-12.07673913
1417291200,49.67420246,0,0,0,1.232460089,83.2250413,-23.75,-11.03329894
1417294800,51.11694584,0,0,0,-1.421054386,96.1,-33.58757211,-9.974427671
1417298400,30.99484837,0,0,0,-2.19237999,83.2250413,-41.13620668,-8.901606267
1417302000,1.077892397,0,0,0,6.725704308,48.05,-45.88147675,-7.816335162
1417305600,-64.22988129,0,0,0,-10.00974908,6.59E-13,-47.5,-6.720132205
1417309200,-91.38602454,0,0,0,8.159982748,-48.05,-45.88147675,-5.614530536
1417312800,-113.1840316,0,0,0,15.67829283,-83.2250413,-41.13620668,-4.501076439
1417316400,-133.4771256,0,0,0,-0.408226278,-96.1,-33.58757211,-3.381327178
1417320000,-106.6745441,0,0,0,2.557346074,-83.2250413,-23.75,-2.256848826
1417323600,-41.83655194,0,0,0,19.63656677,-48.05,-12.29390464,-1.129214067
1417327200,-15.96857747,0,0,0,-15.96857747,-3.30E-13,-8.14E-14,-7.40E-15
1417330800,45.74236697,0,0,0,-15.73075174,48.05,12.29390464,1.129214067
1417334400,99.49835905,0,0,0,-9.733531081,83.2250413,23.75,2.256848826
1417338000,144.0948748,0,0,0,11.0259755,96.1,33.58757211,3.381327178
1417341600,113.9118059,0,0,0,-14.95051855,83.2250413,41.13620668,4.501076439
1417345200,99.92252413,0,0,0,0.376516849,48.05,45.88147675,5.614530536
1417348800,74.28931027,0,0,0,20.06917806,1.37E-12,47.5,6.720132205
1417352400,11.45442119,0,0,0,5.806609283,-48.05,45.88147675,7.816335162
1417356000,-27.17956056,0,0,0,6.007667796,-83.2250413,41.13620668,8.901606267
1417359600,-35.54720682,0,0,0,16.9907934,-96.1,33.58757211,9.974427671
1417363200,-34.71274124,0,0,0,13.72900113,-83.2250413,23.75,11.03329894
1417366800,-19.91667359,0,0,0,3.762682636,-48.05,12.29390464,12.07673913
1417370400,13.30218011,0,0,0,0.198891184,3.30E-13,-8.15E-14,13.10328892
1417374000,65.65561131,0,0,0,15.78800338,48.05,-12.29390464,14.11151257
1417377600,91.44953827,0,0,0,16.87449696,83.2250413,-23.75,15.1
1417381200,75.73735255,0,0,0,-2.842444059,96.1,-33.58757211,16.06736871
1417384800,319.9875055,1,0,0,11.29752098,83.2250413,-41.13620668,17.01226575
1417388400,34.41248031,0,0,0,14.31058745,48.05,-45.88147675,17.9333696
1417392000,-5.583791229,0,0,0,23.08681675,7.06E-13,-47.5,18.82939202
1417395600,-73.50828128,0,0,0,0.724115653,-48.05,-45.88147675,19.69907982
1417399200,-84.60585598,0,0,0,19.21417532,-83.2250413,-41.13620668,20.54121668
1417402800,129.052067,1,0,0,-12.20386989,-96.1,-33.58757211,21.35462479
1417406400,-99.20821928,0,0,0,-14.3713445,-83.2250413,-23.75,22.13816653
1417410000,-15.13304973,0,0,0,22.32010888,-48.05,-12.29390464,22.89074604
1417413600,18.06001663,0,0,0,-5.551294136,-3.77E-13,-9.31E-14,23.61131077
1417417200,78.35756693,0,0,0,-6.285190658,48.05,12.29390464,24.29885295
1417420800,131.8841544,0,0,0,-0.043297902,83.2250413,23.75,24.95241098
1417424400,130.9123914,0,0,0,-24.34625156,96.1,33.58757211,25.57107082
1417428000,172.9631451,0,0,0,22.4479299,83.2250413,41.13620668,26.15396719
1417431600,120.3055913,0,0,0,-0.32617031,48.05,45.88147675,26.70028488
1417435200,74.30568562,0,0,0,-0.40357419,4.70E-14,47.5,27.20925981
1417438800,23.40402829,0,0,0,-2.107628581,-48.05,45.88147675,27.68018013
1417442400,-29.82575855,0,0,0,-15.84931113,-83.2250413,41.13620668,28.11238721
1417446000,-57.08875845,0,0,0,-23.08160713,-96.1,33.58757211,28.50527658
1417449600,-27.41536404,0,0,0,3.201378529,-83.2250413,23.75,28.85829873
1417453200,-11.84786146,0,0,0,-5.262726058,-48.05,12.29390464,29.17095995
1417456800,20.28401788,0,0,0,-9.158805067,-1.08E-12,2.68E-13,29.44282295
1417460400,59.40552166,0,0,0,-6.024081187,48.05,-12.29390464,29.67350749
1417464000,90.49742123,0,0,0,1.159688978,83.2250413,-23.75,29.86269095
1417467600,108.9675297,0,0,0,16.44499306,96.1,-33.58757211,30.01010874
1417471200,110.5163856,0,0,0,38.31199632,83.2250413,-41.13620668,30.11555467
1417474800,42.12951977,0,0,0,9.782115239,48.05,-45.88147675,30.17888128
1417478400,-15.24226265,0,0,0,2.057737353,-6.12E-13,-47.5,30.2
1417482000,-73.43753651,0,0,0,-9.684941042,-48.05,-45.88147675,30.17888128
1417485600,-88.51065819,0,0,0,5.735035123,-83.2250413,-41.13620668,30.11555467
1417489200,-106.2303702,0,0,0,-6.552906881,-96.1,-33.58757211,30.01010874
1417492800,-70.13362688,0,0,0,6.97872347,-83.2250413,-23.75,29.86269095
1417496400,-42.24374601,0,0,0,-11.57334886,-48.05,-12.29390464,29.67350749
1417500000,44.19322418,0,0,0,14.75040123,-4.24E-13,-1.05E-13,29.44282295
1417503600,87.17162648,0,0,0,-2.34323812,48.05,12.29390464,29.17095995
1417507200,135.8709575,0,0,0,0.037617494,83.2250413,23.75,28.85829873
1417510800,165.9081307,0,0,0,7.715282003,96.1,33.58757211,28.50527658
1417514400,165.1052045,0,0,0,12.63156929,83.2250413,41.13620668,28.11238721
1417518000,107.0819065,0,0,0,-14.52975042,48.05,45.88147675,27.68018013
1417521600,62.80475963,0,0,0,-11.90450018,9.40E-14,47.5,27.20925981
1417525200,32.53599303,0,0,0,8.004231397,-48.05,45.88147675,26.70028488
1417528800,-15.36212613,0,0,0,0.572741304,-83.2250413,41.13620668,26.15396719
1417532400,-45.48257488,0,0,0,-8.541217803,-96.1,33.58757211,25.57107082
1417536000,-36.15402436,0,0,0,-1.631394042,-83.2250413,23.75,24.95241098
1417539600,7.692008396,0,0,0,19.1492508,-48.05,12.29390464,24.29885295
1417543200,32.15577805,0,0,0,8.544467275,-1.13E-12,2.79E-13,23.61131077
1417546800,65.52822349,0,0,0,6.881382089,48.05,-12.29390464,22.89074604
1417550400,85.17095222,0,0,0,3.557744385,83.2250413,-23.75,22.13816653
1417554000,79.51800313,0,0,0,-4.349049551,96.1,-33.58757211,21.35462479
1417557600,64.27142706,0,0,0,1.64137576,83.2250413,-41.13620668,20.54121668
1417561200,23.04535188,0,0,0,1.177748806,48.05,-45.88147675,19.69907982
1417564800,-13.2338772,0,0,0,15.43673078,8.00E-13,-47.5,18.82939202
1417568400,-95.11705418,0,0,0,-19.11894704,-48.05,-45.88147675,17.9333696
1417572000,-106.4430374,0,0,0,0.905944864,-83.2250413,-41.13620668,17.01226575
1417575600,-119.0169355,0,0,0,-5.396732149,-96.1,-33.58757211,16.06736871
1417579200,-87.31756652,0,0,0,4.557474785,-83.2250413,-23.75,15.1
1417582800,-61.5899453,0,0,0,-15.35755323,-48.05,-12.29390464,14.11151257
1417586400,21.20560315,0,0,0,8.102314229,-1.84E-12,-4.54E-13,13.10328892
1417590000,71.28821742,0,0,0,-1.132426361,48.05,12.29390464,12.07673913
1417593600,119.4295271,0,0,0,1.421186908,83.2250413,23.75,11.03329894
1417597200,136.5463474,0,0,0,-3.115652421,96.1,33.58757211,9.974427671
1417600800,135.3982303,0,0,0,2.135376039,83.2250413,41.13620668,8.901606267
1417604400,101.9776063,0,0,0,0.229794399,48.05,45.88147675,7.816335162
1417608000,37.37568839,0,0,0,-16.84444381,1.51E-12,47.5,6.720132205
1417611600,-4.305386474,0,0,0,-7.751393759,-48.05,45.88147675,5.614530536
1417615200,-31.26207024,0,0,0,6.325687945,-83.2250413,41.13620668,4.501076439
1417618800,-68.38511922,0,0,0,-9.254018501,-96.1,33.58757211,3.381327178
1417622400,-63.61969286,0,0,0,-6.401500387,-83.2250413,23.75,2.256848826
1417626000,-34.96082012,0,0,0,-0.333938833,-48.05,12.29390464,1.129214067
1417629600,24.65687456,0,0,0,24.65687456,1.89E-13,-4.66E-14,1.11E-14
1417633200,34.69987174,0,0,0,0.072990445,48.05,-12.29390464,-1.129214067
1417636800,57.13172173,0,0,0,-0.086470746,83.2250413,-23.75,-2.256848826
1417640400,44.09995077,0,0,0,-15.03114995,96.1,-33.58757211,-3.381327178
1417644000,52.71887274,0,0,0,15.13111455,83.2250413,-41.13620668,-4.501076439
1417647600,-10.22006997,0,0,0,-6.77406269,48.05,-45.88147675,-5.614530536
1417651200,-61.78913125,0,0,0,-7.568999044,8.47E-13,-47.5,-6.720132205
1417654800,-92.43081807,0,0,0,9.31699384,-48.05,-45.88147675,-7.816335162
1417658400,132.910975,1,0,0,16.58494511,-83.2250413,-41.13620668,-8.901606267
1417662000,-154.0760225,0,0,0,-14.41402276,-96.1,-33.58757211,-9.974427671
1417665600,-126.1678363,0,0,0,-8.159496108,-83.2250413,-23.75,-11.03329894
1417669200,-85.14643055,0,0,0,-12.72578677,-48.05,-12.29390464,-12.07673913
1417672800,-25.87409951,0,0,0,-12.77081059,8.48E-13,2.10E-13,-13.10328892
1417676400,50.7175297,0,0,0,4.485137628,48.05,12.29390464,-14.11151257
1417680000,68.2715654,0,0,0,-23.6034759,83.2250413,23.75,-15.1
1417683600,112.4454044,0,0,0,-1.174798964,96.1,33.58757211,-16.06736871
1417687200,97.72372964,0,0,0,-9.625252594,83.2250413,41.13620668,-17.01226575
1417690800,56.98512484,0,0,0,-19.01298231,48.05,45.88147675,-17.9333696
1417694400,52.16554189,0,0,0,23.49493391,1.88E-13,47.5,-18.82939202
1417698000,-30.51700656,0,0,0,-8.649403493,-48.05,45.88147675,-19.69907982
1417701600,-78.32493627,0,0,0,-15.69488497,-83.2250413,41.13620668,-20.54121668
1417705200,-102.2658334,0,0,0,-18.39878071,-96.1,33.58757211,-21.35462479
1417708800,-74.51677582,0,0,0,7.096432017,-83.2250413,23.75,-22.13816653
1417712400,-70.92674417,0,0,0,-12.27990277,-48.05,12.29390464,-22.89074604
1417716000,-15.2888995,0,0,0,8.322411267,-1.22E-12,3.03E-13,-23.61131077
1417719600,20.64409358,0,0,0,9.186851174,48.05,-12.29390464,-24.29885295
1417723200,27.79462903,0,0,0,-6.728001293,83.2250413,-23.75,-24.95241098
1417726800,16.54639396,0,0,0,-20.39496311,96.1,-33.58757211,-25.57107082
1417730400,14.09935164,0,0,0,-1.835515789,83.2250413,-41.13620668,-26.15396719
1417734000,-20.93764351,0,0,0,3.594118123,48.05,-45.88147675,-26.70028488
1417737600,-77.53522514,0,0,0,-2.82596533,2.26E-12,-47.5,-27.20925981
1417741200,-117.2283,0,0,0,4.383356848,-48.05,-45.88147675,-27.68018013
1417744800,-136.6466115,0,0,0,15.82702374,-83.2250413,-41.13620668,-28.11238721
1417748400,-155.6831431,0,0,0,2.509705599,-96.1,-33.58757211,-28.50527658
1417752000,-136.809354,0,0,0,-0.976013947,-83.2250413,-23.75,-28.85829873
1417755600,-81.15818788,0,0,0,8.356676712,-48.05,-12.29390464,-29.17095995
1417759200,-36.51559691,0,0,0,-7.072773957,-5.65E-13,-1.40E-13,-29.44282295
1417762800,29.50810638,0,0,0,-1.162290771,48.05,12.29390464,-29.67350749
1417766400,78.73507748,0,0,0,1.622727132,83.2250413,23.75,-29.86269095
1417770000,128.8366758,0,0,0,29.15921246,96.1,33.58757211,-30.01010874
1417773600,89.93728263,0,0,0,-4.30841068,83.2250413,41.13620668,-30.11555467
1417777200,62.44582672,0,0,0,-1.306768743,48.05,45.88147675,-30.17888128
1417780800,26.04657577,0,0,0,8.746575774,-1.13E-12,47.5,-30.2
1417784400,-27.40159424,0,0,0,4.945810296,-48.05,45.88147675,-30.17888128
1417788000,-65.28287125,0,0,0,6.92151805,-83.2250413,41.13620668,-30.11555467
1417791600,-76.11738769,0,0,0,16.40514894,-96.1,33.58757211,-30.01010874
1417795200,-110.9235416,0,0,0,-21.58580933,-83.2250413,23.75,-29.86269095
1417798800,-68.76411785,0,0,0,-3.334515003,-48.05,12.29390464,-29.67350749
1417802400,-17.5146526,0,0,0,11.92817035,9.44E-14,-2.33E-14,-29.44282295
1417806000,14.91114761,0,0,0,8.32601221,48.05,-12.29390464,-29.17095995
1417809600,24.43151876,0,0,0,-6.185223807,83.2250413,-23.75,-28.85829873
1417813200,16.68414948,0,0,0,-17.32300184,96.1,-33.58757211,-28.50527658
1417816800,17.39084283,0,0,0,3.414395412,83.2250413,-41.13620668,-28.11238721
1417820400,-20.88875587,0,0,0,4.62290101,48.05,-45.88147675,-27.68018013
1417824000,-76.63118967,0,0,0,-1.921929857,9.42E-13,-47.5,-27.20925981
1417827600,-110.5660168,0,0,0,10.06574481,-48.05,-45.88147675,-26.70028488
1417831200,-148.236054,0,0,0,2.279161227,-83.2250413,-41.13620668,-26.15396719
1417834800,-156.2114186,0,0,0,-0.952775652,-96.1,-33.58757211,-25.57107082
1417838400,-144.5155727,0,0,0,-12.58812044,-83.2250413,-23.75,-24.95241098
1417842000,-87.03549077,0,0,0,-2.392733177,-48.05,-12.29390464,-24.29885295
1417845600,-24.58004523,0,0,0,-0.968734461,-1.98E-12,-4.89E-13,-23.61131077
1417849200,23.66473702,0,0,0,-13.78842159,48.05,12.29390464,-22.89074604
1417852800,77.93449912,0,0,0,-6.902375651,83.2250413,23.75,-22.13816653
1417856400,109.419325,0,0,0,1.086377641,96.1,33.58757211,-21.35462479
1417860000,112.8357676,0,0,0,9.015736332,83.2250413,41.13620668,-20.54121668
1417863600,91.61619236,0,0,0,17.38379543,48.05,45.88147675,-19.69907982
1417867200,31.31371555,0,0,0,2.643107568,2.82E-13,47.5,-18.82939202
1417870800,-34.75464359,0,0,0,-14.65275073,-48.05,45.88147675,-17.9333696
1417874400,-60.98720739,0,0,0,-1.886107011,-83.2250413,41.13620668,-17.01226575
1417878000,-79.69125344,0,0,0,-1.111456833,-96.1,33.58757211,-16.06736871
1417881600,-73.54433301,0,0,0,1.030708289,-83.2250413,23.75,-15.1
1417885200,-46.65713568,0,0,0,3.210472249,-48.05,12.29390464,-14.11151257
1417888800,-24.08547831,0,0,0,-10.98218939,-1.32E-12,3.26E-13,-13.10328892
1417892400,6.473161348,0,0,0,-17.20619487,48.05,-12.29390464,-12.07673913
1417896000,46.08353396,0,0,0,-2.358208405,83.2250413,-23.75,-11.03329894
1417899600,64.3911302,0,0,0,11.85312998,96.1,-33.58757211,-9.974427671
1417903200,25.28603148,0,0,0,-7.901196875,83.2250413,-41.13620668,-8.901606267
1417906800,-4.143841061,0,0,0,1.503970849,48.05,-45.88147675,-7.816335162
